sample_type repunit collection indiv L_24510 L_24510_1 L_30660 L_30660_1 L_6354 L_6354_1 L_8468 L_8468_1 L_519 L_519_1 L_725 L_725_1 L_31014 L_31014_1
mixture NA will will_071 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA will will_072 001 001 001 001 001 001 002 002 001 002 001 001 001 001
mixture NA will will_073 001 001 001 001 001 002 002 002 001 001 001 001 001 002
mixture NA will will_075 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_076 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA will will_077 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_078 001 001 001 001 NA NA 002 002 001 001 001 001 001 001
mixture NA will will_079 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA will will_080 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA will will_081 001 001 001 001 001 001 002 002 001 002 001 001 001 001
mixture NA will will_082 001 001 001 001 001 002 001 001 001 001 001 002 001 001
mixture NA will will_083 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_084 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_085 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_086 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_087 001 002 NA NA 001 001 001 002 001 001 001 001 001 001
mixture NA will will_088 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_089 001 001 001 001 001 002 002 002 001 001 001 002 001 001
mixture NA will will_090 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_091 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_092 001 001 001 001 001 001 002 002 001 001 001 002 001 001
mixture NA will will_093 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_094 001 001 001 002 001 002 001 002 001 001 001 001 001 002
mixture NA will will_095 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA will will_096 002 002 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA will will_097 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_105 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_009 001 001 001 001 002 002 001 001 001 001 001 001 001 001
mixture NA josh josh_025 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_033 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_057 001 001 001 001 001 001 001 002 001 002 001 001 NA NA
mixture NA josh josh_065 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA will will_098 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA will will_106 001 001 001 001 001 001 002 002 002 002 002 002 001 001
mixture NA josh josh_002 002 002 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_010 001 001 001 001 002 002 002 002 002 002 001 001 001 001
mixture NA josh josh_026 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_034 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_042 001 001 001 001 001 001 001 002 002 002 001 001 001 001
mixture NA josh josh_050 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_058 001 001 001 001 001 002 002 002 002 002 001 001 NA NA
mixture NA josh josh_066 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_074 001 001 001 001 001 002 001 002 001 001 001 001 001 002
mixture NA will will_099 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_107 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_003 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_027 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_035 001 001 001 002 001 001 NA NA 001 001 001 001 001 002
mixture NA josh josh_051 001 001 001 001 001 001 002 002 001 001 001 001 NA NA
mixture NA josh josh_059 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA josh josh_067 001 001 001 002 001 001 002 002 001 001 001 002 001 001
mixture NA josh josh_075 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA will will_100 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_004 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_012 001 001 001 002 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_028 001 001 001 001 001 001 001 002 001 001 001 002 001 001
mixture NA josh josh_044 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_060 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_068 001 001 001 001 001 001 001 002 001 001 001 001 NA NA
mixture NA josh josh_076 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA will will_101 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_005 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_021 001 001 001 001 001 002 001 002 001 001 001 001 001 002
mixture NA josh josh_045 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_053 001 001 001 001 001 001 001 001 002 002 001 001 001 001
mixture NA josh josh_061 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_077 001 001 001 002 001 002 002 002 001 001 001 001 001 002
mixture NA will will_102 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_006 001 001 001 002 001 002 001 002 002 002 001 001 001 001
mixture NA josh josh_022 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_038 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_054 001 001 001 002 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_062 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_070 001 001 001 001 001 002 001 001 001 001 001 001 001 001
mixture NA will will_103 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_007 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_015 001 001 NA NA 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_023 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_031 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_039 001 001 001 001 001 001 002 002 001 001 002 002 001 001
mixture NA josh josh_047 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_063 001 001 001 001 001 001 002 002 001 001 001 001 001 002
mixture NA josh josh_071 001 001 001 001 002 002 001 002 001 001 001 002 NA NA
mixture NA josh josh_079 001 001 001 001 001 002 001 002 002 002 001 001 001 001
mixture NA will will_104 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_008 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_016 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_032 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_040 001 001 NA NA 001 001 002 002 001 001 001 001 001 002
mixture NA josh josh_048 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_064 001 001 001 002 002 002 001 002 001 001 001 001 001 001
mixture NA josh josh_256 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_264 001 001 002 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_272 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_225 001 001 001 002 001 001 002 002 001 001 002 002 001 001
mixture NA josh josh_257 001 001 002 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_273 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_289 001 001 001 001 001 001 001 001 001 001 001 001 001 002
mixture NA josh josh_226 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_250 001 001 001 002 001 001 002 002 001 001 NA NA 001 001
mixture NA josh josh_258 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_266 001 001 001 001 001 001 001 001 001 001 NA NA 001 001
mixture NA josh josh_274 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_290 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_219 001 001 001 001 001 002 001 002 001 001 001 001 001 002
mixture NA josh josh_235 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_251 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_259 001 001 001 001 001 002 002 002 001 001 001 001 001 002
mixture NA josh josh_267 001 001 001 002 001 002 001 001 001 001 001 001 001 002
mixture NA josh josh_275 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_283 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_291 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_220 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_228 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_260 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_268 001 002 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_276 001 001 001 001 002 002 002 002 002 002 001 001 001 001
mixture NA josh josh_284 001 001 001 002 001 002 001 002 001 001 001 001 NA NA
mixture NA josh josh_253 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_261 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_269 001 001 002 002 001 001 002 002 002 002 001 001 001 002
mixture NA josh josh_277 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_285 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_293 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_230 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_262 001 001 001 002 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_270 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_278 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA josh josh_286 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_294 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_263 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_271 001 001 001 001 001 002 001 001 001 001 001 001 001 001
mixture NA josh josh_287 001 001 001 001 001 002 001 002 001 001 001 001 NA NA
mixture NA josh josh_295 001 001 001 002 001 001 002 002 001 001 001 001 NA NA
mixture NA josh josh_296 001 001 001 001 001 002 001 001 001 001 001 001 001 001
mixture NA josh josh_304 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_312 001 002 001 002 001 001 001 002 001 001 001 001 001 002
mixture NA will will_175 001 001 NA NA 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_297 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_305 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_313 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA will will_176 001 001 002 002 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_306 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_314 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_177 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_299 001 001 001 001 001 002 002 002 001 001 001 002 001 001
mixture NA josh josh_307 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_315 001 001 001 002 001 001 001 001 001 001 001 001 001 001
mixture NA will will_170 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA will will_178 NA NA 001 001 001 002 002 002 001 002 001 001 001 001
mixture NA josh josh_300 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_308 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_316 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_171 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_179 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA josh josh_317 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_172 001 001 001 001 001 002 001 001 001 001 001 001 001 001
mixture NA will will_180 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_310 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_318 001 001 001 002 001 002 001 002 001 001 001 001 002 002
mixture NA will will_173 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_181 001 002 001 002 002 002 001 001 001 001 001 001 001 001
mixture NA josh josh_311 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_319 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA will will_174 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_322 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_354 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_362 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_370 001 001 001 002 001 001 002 002 001 002 001 001 001 001
mixture NA josh josh_378 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_386 001 001 001 002 001 001 001 002 001 001 001 001 001 002
mixture NA josh josh_394 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_402 001 001 001 001 001 002 002 002 001 001 001 002 001 001
mixture NA josh josh_410 001 001 001 002 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_323 001 001 001 001 001 002 001 002 001 001 NA NA 001 001
mixture NA josh josh_355 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_363 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_371 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_379 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_387 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_395 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_403 001 001 001 001 001 002 001 002 001 001 001 001 001 002
mixture NA josh josh_411 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_324 001 001 001 002 001 001 002 002 001 001 001 002 001 001
mixture NA josh josh_364 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA josh josh_372 001 002 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_380 001 001 001 001 001 002 001 001 001 001 001 001 001 001
mixture NA josh josh_388 001 001 001 001 001 002 001 002 001 001 001 001 001 002
mixture NA josh josh_396 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_404 001 001 001 002 002 002 NA NA 001 001 001 001 001 001
mixture NA josh josh_412 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_325 001 001 001 001 001 001 001 002 001 002 001 001 001 001
mixture NA josh josh_365 001 001 001 001 002 002 002 002 001 002 001 001 001 001
mixture NA josh josh_373 001 001 001 001 001 002 001 001 001 001 001 002 001 001
mixture NA josh josh_381 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_389 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_397 001 001 001 002 001 001 001 002 001 001 001 002 001 001
mixture NA josh josh_405 001 001 001 002 001 002 001 002 001 001 001 002 001 001
mixture NA josh josh_413 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_326 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_350 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_366 001 001 001 001 001 002 001 001 001 001 001 001 001 001
mixture NA josh josh_374 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_382 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_390 001 001 001 001 001 002 001 002 001 001 001 001 001 002
mixture NA josh josh_398 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_406 001 002 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_414 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_327 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_351 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_359 001 002 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_367 001 002 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_375 001 001 001 002 001 002 001 002 001 001 001 002 001 001
mixture NA josh josh_383 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_391 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_399 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_407 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_415 001 001 001 001 001 001 001 002 001 001 001 001 002 002
mixture NA josh josh_352 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_360 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_368 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_376 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_384 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_392 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_400 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_408 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_416 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA josh josh_353 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA josh josh_361 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_369 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_377 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_385 001 001 001 002 001 002 001 002 001 001 001 002 001 001
mixture NA josh josh_393 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_401 001 001 002 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_409 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_417 001 001 001 001 NA NA 001 002 001 001 001 001 001 001
mixture NA josh josh_418 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_426 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_450 001 001 001 001 001 001 002 002 001 001 NA NA 001 001
mixture NA josh josh_466 001 001 001 002 001 002 002 002 001 001 NA NA 001 001
mixture NA josh josh_474 001 001 001 001 001 002 001 002 001 002 001 001 001 001
mixture NA josh josh_482 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA josh josh_490 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_498 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_419 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_451 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_459 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_467 001 002 001 002 001 002 001 002 001 001 001 001 001 002
mixture NA josh josh_475 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_483 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_491 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_499 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_420 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_452 001 001 001 001 001 002 001 002 001 001 001 001 001 002
mixture NA josh josh_460 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_476 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_484 001 001 001 001 001 002 001 002 001 001 001 002 001 001
mixture NA josh josh_492 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_500 001 001 NA NA 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_421 001 001 001 001 001 001 002 002 001 001 001 002 001 001
mixture NA josh josh_453 001 001 001 001 001 001 001 002 001 001 NA NA 001 001
mixture NA josh josh_461 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_469 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_477 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_485 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_493 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_501 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_446 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_454 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_462 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_470 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_478 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_486 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_494 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_502 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_423 001 001 001 002 001 001 002 002 001 001 001 001 002 002
mixture NA josh josh_447 001 001 001 001 001 001 NA NA 001 001 001 001 001 001
mixture NA josh josh_455 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_463 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_471 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_479 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_495 001 001 001 001 001 002 001 002 001 001 001 002 001 001
mixture NA josh josh_503 001 001 001 001 001 002 001 002 001 001 001 002 001 001
mixture NA josh josh_424 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_464 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_472 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_480 001 001 001 002 001 001 001 002 001 001 001 001 001 001
